,date,url,filing,filers_name,title
622,07/04/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/FA11C9DA52A84E36852582C00027DCD7/$FILE/Melvin-L-Watt-03.09.2018-278T.pdf,"Watt, Melvin L",Federal Housing Finance Agency,Director
623,07/04/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/7552585FF9FE4294852582C00027DC19/$FILE/Wilbur-L-Ross-06.15.2018-278T.pdf,"Ross, Wilbur L",Department of Commerce,Secretary
624,06/28/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A04CD2849C04BF76852582BA0027DFC5/$FILE/Claire-Grady-2018-278.pdf,"Grady, Claire M",Department of Homeland Security,Under Secretary for Management
625,06/27/2018,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2CA2FCD32434CBCD852582B90027DD4D/$FILE/Wilkie, Robert L.  final278.pdf","Wilkie, Robert L",Department of Veterans Affairs,Secretary
626,06/27/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/4A0E45AD47BA81E8852582B90027D875/$FILE/Alexander-Acosta-2018-278.pdf,"Acosta, Rene Alexander",Department of Labor,Secretary
627,06/20/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5C55591997CB6BB8852582B20027D88E/$FILE/David-L-Bernhardt-2018-278.pdf,"Bernhardt, David L",Department of The Interior,Deputy Secretary
628,06/20/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/0E25654B2823DDEC852582B20027D85B/$FILE/Alex-M-Azar-04.23.2018-278T.pdf,"Azar, Alex M",Department of Health and Human Services,Secretary
629,06/19/2018,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/B9020001EA70E641852582B1005EA83D/$FILE/Zais, Mitchell M.  final278.pdf","Zais, Mitchell M",Department of Education,Deputy Secretary
630,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5BB52DA08FE25EF3852582B1005EA82F/$FILE/Janet-L-Yellen-01.02.2018-278T.pdf,"Yellen, Janet L",Federal Reserve System Board of Governors,Governor  & Chairman
631,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/67A015B30B05188B852582B1005EA7F6/$FILE/Janet-L-Yellen-2017-278.pdf,"Yellen, Janet L",Federal Reserve System Board of Governors,Governor  & Chairman
632,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/18C6AAEA5C1F8392852582B1005EA7F3/$FILE/Janet-L-Yellen-2018-278Term.pdf,"Yellen, Janet L",Federal Reserve System Board of Governors,Governor  & Chairman
633,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/3B41B5A42FCC2307852582B1005EA7E8/$FILE/Sally-Yates-2016Form278.pdf,"Yates, Sally",Department of Justice,Deputy Attorney General
634,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/B851CCBEF7231BA6852582B1005EA7DD/$FILE/Sally-Q-Yates-2017-278Term.pdf,"Yates, Sally",Department of Justice,Deputy Attorney General
635,06/19/2018,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E519DD71BB72EA36852582B1005EA71F/$FILE/Vought, Russell  final278.pdf","Vought, Russell",Office of Management and Budget,Deputy Director
636,06/19/2018,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/D9B19CE9CD83F26E852582B1005EA516/$FILE/Rosenstein, Rod J.  final278.pdf","Rosenstein, Rod J",Department of Justice,Deputy Attorney General
637,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/568E73494AFAAA0E852582B1005EA4B2/$FILE/Sara-B-Raskin-07.22.2016Form278T.pdf,"Raskin, Sarah B",Department of The Treasury,Deputy Secretary
638,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/CD3E10C95EE787D6852582B1005EA495/$FILE/Sarah-B-Raskin-2016Form278.pdf,"Raskin, Sarah B",Department of The Treasury,Deputy Secretary
639,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/FFC6F2A300D18E08852582B1005EA490/$FILE/Sarah-B-Raskin-2017-278Term.pdf,"Raskin, Sarah B",Department of The Treasury,Deputy Secretary
640,06/19/2018,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/EE825DE8A677F4A2852582B1005EA45E/$FILE/Quarles, Randal K.  finalAMENDED278 2.pdf","Quarles, Randal K",Federal Reserve System Board of Governors,Governor & Vice Chairman for Supervision
641,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5BF261FE2AC6EF79852582B1005EA45B/$FILE/Randal-K-Quarles-01.08.2018-278T.pdf,"Quarles, Randal K",Federal Reserve System Board of Governors,Governor & Vice Chairman for Supervision
642,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/35594BD32C63C829852582B1005EA455/$FILE/Randal-K-Quarles-02.07.2018-278T.pdf,"Quarles, Randal K",Federal Reserve System Board of Governors,Governor & Vice Chairman for Supervision
643,06/19/2018,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/141599D79DCC8940852582B1005EA415/$FILE/Powell, Jerome H.  final278.pdf","Powell, Jerome H",Federal Reserve System Board of Governors,Governor 3
644,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6A05A0D7536DBAD1852582B1005EA40E/$FILE/Jerome-H-Powell-01.03.2018-278T.pdf,"Powell, Jerome H",Federal Reserve System Board of Governors,Governor 2
645,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A2A889684A9D6672852582B1005EA40A/$FILE/Jerome-H-Powell-03.08.2018-278T.pdf,"Powell, Jerome H",Federal Reserve System Board of Governors,Governor 2
646,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/0920256A6B3871BE852582B1005EA3FC/$FILE/Jerome-H-Powell-12.24.2017-278T.pdf,"Powell, Jerome H",Federal Reserve System Board of Governors,Governor 2
647,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/BC8D43DAB7809FB8852582B1005EA3AB/$FILE/Thomas-E-Perez-2017-278Term.pdf,"Perez, Thomas E",Department of Labor,Secretary
648,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5BF386D8584AF4E4852582B1005EA150/$FILE/Lorretta-Lynch-2016Form278.pdf,"Lynch, Loretta E",Department of Justice,Attorney General
649,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A7F89EB951AE5480852582B1005EA14C/$FILE/Loretta-E-Lynch-2017-278Term.pdf,"Lynch, Loretta E",Department of Justice,Attorney General
650,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/950DF1ADA52050F3852582B1005EA141/$FILE/Christopher-P-Lu-2016Form278.pdf,"Lu, Christopher P",Department of Labor,Deputy Secretary
651,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/233689F8FE5E7A53852582B1005EA120/$FILE/Christopher-P-Lu-2017-278Term.pdf,"Lu, Christopher P",Department of Labor,Deputy Secretary
652,06/19/2018,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/135C912C96CC6FB2852582B1005EA0ED/$FILE/Lord, Ellen McCausland  final278.pdf","Lord, Ellen McCausland",Department of Defense/Office of The Secretary,"Under Secretary for Acquisition, Technology, Logistics"
653,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/8B762D1BBF3E15AF852582B1005EA0E0/$FILE/Ellen-McCausland-Lord-10.19.2017-278T.pdf,"Lord, Ellen McCausland",Department of Defense/Office of The Secretary,"Under Secretary for Acquisition, Technology, Logistics"
654,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/9C5E55981626CBB7852582B1005EA0D1/$FILE/Ellen-McCausland-Lord-2018-278.pdf,"Lord, Ellen McCausland",Department of Defense/Office of The Secretary,"Under Secretary for Acquisition, Technology, Logistics"
655,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/00F82B24DD6308C6852582B1005E9F33/$FILE/Frank-Kendall-III-2016-278.pdf,"Kendall, Frank",Department of Defense/Office of The Secretary,"Under Secretary for Acquisition, Technology, Logistics"
656,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/673A5017C5FD4521852582B1005E9F2D/$FILE/Frank-Kendall-2017-278Term.pdf,"Kendall, Frank",Department of Defense/Office of The Secretary,"Under Secretary for Acquisition, Technology, Logistics"
657,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/ED6D7AC2D72A3D9A852582B1005E9ED4/$FILE/Jeh-C-Johnson-08.01.2016Form278T.pdf,"Johnson, Jeh C",Department of Homeland Security,Secretary
658,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/97A93924A5AED345852582B1005E9ECE/$FILE/Jeh-C-Johnson-2016Form278.pdf,"Johnson, Jeh C",Department of Homeland Security,Secretary
659,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/FE32BE90CDA2DF28852582B1005E9EC4/$FILE/Jeh-C-Johnson-2017-278Term.pdf,"Johnson, Jeh C",Department of Homeland Security,Secretary
660,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/F1C508C9CE286CCA852582B1005E9E6D/$FILE/Michael-P-Huerta-11.10.2017-278T.pdf,"Huerta, Michael P",Department of Transportation,"Administrator, Federal Aviation Administration"
661,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/B013FFA9DFB8524C852582B1005E9E66/$FILE/Michael-Huerta-07.17.2016Form278T.pdf,"Huerta, Michael P",Department of Transportation,"Administrator, Federal Aviation Administration"
662,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/1F4FEB9A7576535B852582B1005E9E5E/$FILE/Michael-Huerta-2016Form278.pdf,"Huerta, Michael P",Department of Transportation,"Administrator, Federal Aviation Administration"
663,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2140ED076F1D753D852582B1005E9E56/$FILE/Michael-P-Huerta-2017-278.pdf,"Huerta, Michael P",Department of Transportation,"Administrator, Federal Aviation Administration"
664,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6721E2FF5650CC30852582B1005E9E50/$FILE/Michael-P-Huerta-2018-278TERM.pdf,"Huerta, Michael P",Department of Transportation,"Administrator, Federal Aviation Administration"
665,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A7B65515CC47FBBF852582B1005E9DF7/$FILE/Heather-A-Higginbottom-2016Form278.pdf,"Higginbottom, Heather A",Department of State,Deputy Secretary for Management & Resources
666,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/66A0EFED32CE1344852582B1005E9DEC/$FILE/Heather-A-Higginbottom-2017-278TERM.pdf,"Higginbottom, Heather A",Department of State,Deputy Secretary for Management & Resources
667,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/9821499180E6BBE2852582B1005E9CA1/$FILE/Michael-B-G-Froman-2016Form278.pdf,"Froman, Michael B G",Office of The Us Trade Representative,U.S. Trade Representative
668,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/352CB37C623E066A852582B1005E9C9B/$FILE/Michael-B-G-Froman-2017-278Term.pdf,"Froman, Michael B G",Office of The Us Trade Representative,U.S. Trade Representative
669,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A504C03E491605A7852582B1005E9BFC/$FILE/Eric-K- Fanning-2017-278TERM.pdf,"Fanning, Eric",Department of The Army,Secretary
670,06/19/2018,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6AD2A14AB9E53DED852582B1005E9B88/$FILE/Duke, Elaine C.  final278.pdf","Duke, Elaine C",Department of Homeland Security,Deputy Secretary
671,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5CE5494D912EC6D9852582B1005E9B82/$FILE/Elaine-C-Duke-2018-278TERM.pdf,"Duke, Elaine C",Department of Homeland Security,Deputy Secretary
672,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/3C1B71E6A8CA39A4852582B1005E9A9B/$FILE/Michael-L-Connor-2016Form278.pdf,"Connor, Michael L",Department of The Interior,Deputy Secretary
673,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/C58B6DE7D3ACF4C5852582B1005E9A98/$FILE/Michael-L-Connor-2017Term.pdf,"Connor, Michael L",Department of The Interior,Deputy Secretary
674,06/19/2018,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2FC501CFD97F4310852582B1005E6221/$FILE/Clarida, Richard H.  final278.pdf","Clarida, Richard H",Federal Reserve System Board of Governors,Governor
675,06/19/2018,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/8069F1E24E82A0DC852582B1005E6206/$FILE/Censky, Stephen Lee  final278.pdf","Censky, Stephen L.",Department of Agriculture,Deputy Secretary
676,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2181A971AEA117A2852582B1005E61D3/$FILE/Ashton-B-Carter-2016Form278.pdf,"Carter, Ashton B",Department of Defense/Office of The Secretary,Secretary
677,06/19/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/FC5474451AB3165D852582B1005E61C5/$FILE/Ashton-B-Carter-2017-278TERM.pdf,"Carter, Ashton B",Department of Defense/Office of The Secretary,Secretary
678,06/19/2018,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A1007E246719F5C1852582B1005E613B/$FILE/Bowman, Michelle White  final278.pdf","Bowman, Michelle White",Federal Reserve System Board of Governors,Governor
679,06/18/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/F65307D0E7C6CA00852582B0006DEA10/$FILE/Wilber-L-Ross-12.21.17-278T.pdf,"Ross, Wilbur L",Department of Commerce,Secretary
680,06/18/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/7C998256034FCC3F852582B0006DEA0B/$FILE/Wilber-L-Ross-11.07.17-278T.pdf,"Ross, Wilbur L",Department of Commerce,Secretary
681,06/18/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/8B1BE230936B0605852582B000638C5E/$FILE/Anthony-J-Blinken-2017-278TERM.pdf,"Blinken, Antony J",Department of State,Deputy Secretary
682,06/18/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/F199899A86482421852582B000603450/$FILE/Gina-McCarthy-2016Form278.pdf,"McCarthy, Regina A",Environmental Protection Agency,Administrator
683,06/18/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/107C101185CD8E90852582B000603446/$FILE/Regina-A-McCarthy-2017-278Term.pdf,"McCarthy, Regina A",Environmental Protection Agency,Administrator
684,06/18/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/284038C933323CF7852582B00027DA47/$FILE/John-M-Mulvaney-2018-278.pdf,"Mulvaney, John Michael ""Mick""",Office of Management and Budget,Director
685,06/16/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/385B8B8721A8D3AE852582AE0027DEF9/$FILE/John-J-Sullivan-04.03.2018-278T.pdf,"Sullivan, John J",Department Of State,Deputy Secretary
686,06/16/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/8D63C7F8BB47FC3F852582AE0027DE0A/$FILE/Jeffrey-A-Rosen-2018-278.pdf,"Rosen, Jeffrey A",Department of Transportation,Deputy Secretary
687,06/16/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/069D21058D100DBC852582AE0027DD95/$FILE/Jerome-H-Powell-05.15.2018-278T.pdf,"Powell, Jerome H",Federal Reserve System Board of Governors,Governor 2
688,06/16/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/09A8F7F6163FAC1B852582AE0027D8F4/$FILE/Elisabeth-P-DeVos-04.02.2018-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department Of Education,Secretary
689,06/16/2018,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Pizzella,"Pizzella, Patrick",Department of Labor,Deputy Secretary
690,06/15/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/CEF018C90514F67A852582AD002C167A/$FILE/Zais EA Certification 1 of 1.pdf,"Zais, Mitchell M",Department of Education,Deputy Secretary
691,06/15/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/FBBC999387412ECA852582AD0027DD2E/$FILE/Jerome-H-Powell-04.06.2018-278T.pdf,"Powell, Jerome H",Federal Reserve System Board of Governors,Governor 2
692,06/13/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/EC960149AB6D0016852582AB0027DA8E/$FILE/Heather-A-Wilson-2018-278.pdf,"Wilson, Heather A",Department Of The Air Force,Secretary
693,06/13/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E33862D77FE8ABAE852582AB0027DA23/$FILE/John-J-Sullivan-03.05.2018-278T.pdf,"Sullivan, John J",Department Of State,Deputy Secretary
694,06/13/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/999A37BFAC9D83F5852582AB0027D93D/$FILE/James-R-Perry-2018-278.pdf,"Perry, James Richard",Department Of Energy,Secretary
695,06/09/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/41D6B5E920F94D5D852582A70027D982/$FILE/Pamela-H-Patenaude-2018-278.pdf,"Patenaude, Pamela H",Department Of Housing And Urban Development,Deputy Secretary
696,06/07/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/24F50BA0717B90CB852582A50027D6BC/$FILE/Danny-R-Brouillette-2018-278.pdf,"Brouillette, Danny R",Department Of Energy,Deputy Secretary
697,05/31/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5D075EECB736AD3E8525829E002C1716/$FILE/Haspel EA Certification 1 of 1.pdf,"Haspel, Gina C",Central Intelligence Agency,Director
698,05/30/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/C090D6AB9B97E9FD8525829D0027E555/$FILE/Jerome-H-Powell-2018-278.pdf,"Powell, Jerome H",Federal Reserve System Board Of Governors,"Member, Board Of Governors (2)"
699,05/22/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/B26B2BFCE79628B4852582950027EADE/$FILE/Melvin-L-Watt-2018-278.pdf,"Watt, Melvin L",Federal Housing Finance Agency,Director
700,05/22/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5D288F2C912F831C852582950027E5C1/$FILE/Susan-M-Gordon-2018-278.pdf,"Gordon, Susan M",Office Of Director Of National Intelligence,Principal Deputy Director
701,05/17/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/C4FCF3C00E39D6FF852582900027E9E1/$FILE/Robert-E-Lighthizer-2018-278.pdf,"Lighthizer, Robert E",Office Of The Us Trade Representative,Us Trade Representative
702,05/04/2018,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6D3EDB538CBB4BEA852582830027EA17/$FILE/Carroll, James W.  final278.pdf","Carroll, James W.",Office Of National Drug Control Policy,Director
703,05/03/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/72D5815DC534478085258282005C9F76/$FILE/Peter-M-Rogoff-2015Form278TERM.pdf,"Rogoff, Peter M",Department Of Transportation,Under Secretary For Policy
704,04/26/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/49CA44F7BC877C2D8525827B00503158/$FILE/France-A-Cordova-03.14.2018-278T.pdf,"Cordova, France A",National Science Foundation,Director
705,04/22/2018,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/8891570689418682852582770027ED06/$FILE/Muzinich, Justin  final278.pdf","Muzinich, Justin",Department Of The Treasury,Deputy Secretary
706,04/21/2018,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/4266B635C4DAC3C4852582760027EA5C/$FILE/Haspel, Gina C.  final278.pdf","Haspel, Gina C",Central Intelligence Agency,Director
707,04/18/2018,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E5121F1B97BCBE0485258273002C1E18/$FILE/Azar, Alex EA Certification 1 of 1.pdf","Azar, Alex M",Department of Health and Human Services,Secretary
708,04/13/2018,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5691EAE1BBEA22B38525826E0027DC62/$FILE/Elisabeth-P-DeVos-03.02.2018-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department Of Education,Secretary
